00000000000000000000    // gradient x = 0,   gradient y = 0
00000001000000000000    // gradient x = 4,   gradient y = 0
00000000011111111111    // gradient x = 1,   gradient y = -1
11111111000000000000    // gradient x = -4,   gradient y = 0
00000000100000000000    // gradient x = 2,   gradient y = 0
00000000010000000000    // gradient x = 1,   gradient y = 0
00000000001111111111    // gradient x = 0,   gradient y = -1
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000010000000000    // gradient x = 1,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
00000000001111111111    // gradient x = 0,   gradient y = -1
00000000010000000000    // gradient x = 1,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
11111111111111111111    // gradient x = -1,   gradient y = -1
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000100000000000    // gradient x = 2,   gradient y = 0
00000000100000000000    // gradient x = 2,   gradient y = 0
11111111010000000000    // gradient x = -3,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
00000000101111111111    // gradient x = 2,   gradient y = -1
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000100000000000    // gradient x = 2,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000010000000000    // gradient x = 1,   gradient y = 0
11111111100000000000    // gradient x = -2,   gradient y = 0
00000000100000000000    // gradient x = 2,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
11111111111111111111    // gradient x = -1,   gradient y = -1
11111111010000000000    // gradient x = -3,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
00000000001111111111    // gradient x = 0,   gradient y = -1
00000000010000000000    // gradient x = 1,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
00000000100000000000    // gradient x = 2,   gradient y = 0
00000000010000000001    // gradient x = 1,   gradient y = 1
11111111100000000000    // gradient x = -2,   gradient y = 0
00000000000000000001    // gradient x = 0,   gradient y = 1
00000000000000000001    // gradient x = 0,   gradient y = 1
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000100000000000    // gradient x = 2,   gradient y = 0
00000000100000000000    // gradient x = 2,   gradient y = 0
11111111100000000000    // gradient x = -2,   gradient y = 0
00000000010000000001    // gradient x = 1,   gradient y = 1
00000000100000000001    // gradient x = 2,   gradient y = 1
11111111010000000000    // gradient x = -3,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
11111111000000000000    // gradient x = -4,   gradient y = 0
00000001100000000000    // gradient x = 6,   gradient y = 0
00000001010000000000    // gradient x = 5,   gradient y = 0
11111110100000000001    // gradient x = -6,   gradient y = 1
11111111000000000000    // gradient x = -4,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
00000001000000000000    // gradient x = 4,   gradient y = 0
11111111100000000000    // gradient x = -2,   gradient y = 0
00000000110000000000    // gradient x = 3,   gradient y = 0
11111111000000000000    // gradient x = -4,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000101111111111    // gradient x = 2,   gradient y = -1
11111111100000000000    // gradient x = -2,   gradient y = 0
00000001100000000000    // gradient x = 6,   gradient y = 0
11111110010000000000    // gradient x = -7,   gradient y = 0
00000000000000000001    // gradient x = 0,   gradient y = 1
00000000110000000000    // gradient x = 3,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000100000000000    // gradient x = 2,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
11111111100000000000    // gradient x = -2,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
11111111100000000000    // gradient x = -2,   gradient y = 0
00000000110000000000    // gradient x = 3,   gradient y = 0
11111111100000000000    // gradient x = -2,   gradient y = 0
11111111010000000000    // gradient x = -3,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
11111111100000000000    // gradient x = -2,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
11111110110000000000    // gradient x = -5,   gradient y = 0
11111111101111111111    // gradient x = -2,   gradient y = -1
11111111000000000000    // gradient x = -4,   gradient y = 0
11111110000000000000    // gradient x = -8,   gradient y = 0
00000001111111111111    // gradient x = 7,   gradient y = -1
00000010010000000001    // gradient x = 9,   gradient y = 1
00000010100000000000    // gradient x = 10,   gradient y = 0
00000010100000000000    // gradient x = 10,   gradient y = 0
00000001000000000001    // gradient x = 4,   gradient y = 1
00000001110000000000    // gradient x = 7,   gradient y = 0
00000001000000000000    // gradient x = 4,   gradient y = 0
00000000110000000000    // gradient x = 3,   gradient y = 0
00000001000000000000    // gradient x = 4,   gradient y = 0
00000000010000000000    // gradient x = 1,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
11111110110000000001    // gradient x = -5,   gradient y = 1
11111110110000000000    // gradient x = -5,   gradient y = 0
00000000100000000000    // gradient x = 2,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
00000000100000000000    // gradient x = 2,   gradient y = 0
00000000000000000001    // gradient x = 0,   gradient y = 1
00000000010000000000    // gradient x = 1,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
00000000100000000000    // gradient x = 2,   gradient y = 0
11111111110000000001    // gradient x = -1,   gradient y = 1
11111111010000000000    // gradient x = -3,   gradient y = 0
00000000010000000000    // gradient x = 1,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
00000000010000000000    // gradient x = 1,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000110000000000    // gradient x = 3,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
11111111100000000000    // gradient x = -2,   gradient y = 0
00000000110000000000    // gradient x = 3,   gradient y = 0
00000000010000000000    // gradient x = 1,   gradient y = 0
00000000100000000001    // gradient x = 2,   gradient y = 1
11111111010000000000    // gradient x = -3,   gradient y = 0
00000000111111111111    // gradient x = 3,   gradient y = -1
00000000010000000000    // gradient x = 1,   gradient y = 0
11111111100000000000    // gradient x = -2,   gradient y = 0
11111111010000000000    // gradient x = -3,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
00000100110000000001    // gradient x = 19,   gradient y = 1
00000110100000000001    // gradient x = 26,   gradient y = 1
00000010100000000001    // gradient x = 10,   gradient y = 1
00000001000000000001    // gradient x = 4,   gradient y = 1
00000000100000000000    // gradient x = 2,   gradient y = 0
00000001000000000000    // gradient x = 4,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
11111111100000000000    // gradient x = -2,   gradient y = 0
11111101010000000000    // gradient x = -11,   gradient y = 0
11111001010000000000    // gradient x = -27,   gradient y = 0
11110011111111111111    // gradient x = -49,   gradient y = -1
11111001101111111111    // gradient x = -26,   gradient y = -1
00000000000000000000    // gradient x = 0,   gradient y = 0
00000001010000000000    // gradient x = 5,   gradient y = 0
00000000111111111111    // gradient x = 3,   gradient y = -1
00000001110000000001    // gradient x = 7,   gradient y = 1
00000000010000000000    // gradient x = 1,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
00000001100000000000    // gradient x = 6,   gradient y = 0
11111111101111111111    // gradient x = -2,   gradient y = -1
11111110110000000000    // gradient x = -5,   gradient y = 0
00000001010000000000    // gradient x = 5,   gradient y = 0
11111111100000000000    // gradient x = -2,   gradient y = 0
00000000101111111111    // gradient x = 2,   gradient y = -1
00000000110000000000    // gradient x = 3,   gradient y = 0
11111110111111111111    // gradient x = -5,   gradient y = -1
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000100000000000    // gradient x = 2,   gradient y = 0
00000000000000000001    // gradient x = 0,   gradient y = 1
00000000000000000000    // gradient x = 0,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
00000000110000000000    // gradient x = 3,   gradient y = 0
11111111100000000001    // gradient x = -2,   gradient y = 1
00000000010000000000    // gradient x = 1,   gradient y = 0
00000000100000000000    // gradient x = 2,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
11111111100000000001    // gradient x = -2,   gradient y = 1
11111111110000000000    // gradient x = -1,   gradient y = 0
11111111010000000001    // gradient x = -3,   gradient y = 1
00000001100000000000    // gradient x = 6,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
00000000100000000000    // gradient x = 2,   gradient y = 0
11111111100000000000    // gradient x = -2,   gradient y = 0
11111111111111111111    // gradient x = -1,   gradient y = -1
00000000100000000000    // gradient x = 2,   gradient y = 0
11111111100000000000    // gradient x = -2,   gradient y = 0
11111110110000000000    // gradient x = -5,   gradient y = 0
11111111100000000000    // gradient x = -2,   gradient y = 0
00000000010000000000    // gradient x = 1,   gradient y = 0
11111111111111111111    // gradient x = -1,   gradient y = -1
00000001111111111111    // gradient x = 7,   gradient y = -1
00001000010000000000    // gradient x = 33,   gradient y = 0
00000011010000000001    // gradient x = 13,   gradient y = 1
11111111000000000001    // gradient x = -4,   gradient y = 1
11110110110000000011    // gradient x = -37,   gradient y = 3
00000000000000000100    // gradient x = 0,   gradient y = 4
00000000010000000010    // gradient x = 1,   gradient y = 2
11111111101111111110    // gradient x = -2,   gradient y = -2
00000000001111111111    // gradient x = 0,   gradient y = -1
00000000101111111111    // gradient x = 2,   gradient y = -1
11111111100000000000    // gradient x = -2,   gradient y = 0
11111111101111111111    // gradient x = -2,   gradient y = -1
00000000001111111110    // gradient x = 0,   gradient y = -2
11111111011111111111    // gradient x = -3,   gradient y = -1
00000001010000000000    // gradient x = 5,   gradient y = 0
11111110111111111110    // gradient x = -5,   gradient y = -2
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000101111111111    // gradient x = 2,   gradient y = -1
11111111100000000000    // gradient x = -2,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000010000000001    // gradient x = 1,   gradient y = 1
00000000110000000001    // gradient x = 3,   gradient y = 1
00000000111111111110    // gradient x = 3,   gradient y = -2
00000000111111111111    // gradient x = 3,   gradient y = -1
00000000101111111111    // gradient x = 2,   gradient y = -1
00000000010000000000    // gradient x = 1,   gradient y = 0
00000001100000000001    // gradient x = 6,   gradient y = 1
00000000000000000000    // gradient x = 0,   gradient y = 0
11111111100000000000    // gradient x = -2,   gradient y = 0
00000000000000000001    // gradient x = 0,   gradient y = 1
11111111110000000000    // gradient x = -1,   gradient y = 0
11111110001111111111    // gradient x = -8,   gradient y = -1
11111101010000000000    // gradient x = -11,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
11111010111111111101    // gradient x = -21,   gradient y = -3
11111100011111111110    // gradient x = -15,   gradient y = -2
11111100101111111111    // gradient x = -14,   gradient y = -1
11111110100000000000    // gradient x = -6,   gradient y = 0
11111111100000000000    // gradient x = -2,   gradient y = 0
00000010010000000001    // gradient x = 9,   gradient y = 1
00000000001111111111    // gradient x = 0,   gradient y = -1
00000000110000000000    // gradient x = 3,   gradient y = 0
00000000101111111111    // gradient x = 2,   gradient y = -1
00000000011111111111    // gradient x = 1,   gradient y = -1
00000000111111111111    // gradient x = 3,   gradient y = -1
11111111001111111111    // gradient x = -4,   gradient y = -1
00000000010000000001    // gradient x = 1,   gradient y = 1
00000001001111111111    // gradient x = 4,   gradient y = -1
11111111011111111110    // gradient x = -3,   gradient y = -2
00000000000000000000    // gradient x = 0,   gradient y = 0
00000000011111111111    // gradient x = 1,   gradient y = -1
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000101111111111    // gradient x = 2,   gradient y = -1
11111111111111111111    // gradient x = -1,   gradient y = -1
11111111000000000000    // gradient x = -4,   gradient y = 0
00000000100000000001    // gradient x = 2,   gradient y = 1
00000001000000000000    // gradient x = 4,   gradient y = 0
00000000111111111111    // gradient x = 3,   gradient y = -1
00000000011111111111    // gradient x = 1,   gradient y = -1
00000001010000000001    // gradient x = 5,   gradient y = 1
11111111000000000000    // gradient x = -4,   gradient y = 0
00000001110000000010    // gradient x = 7,   gradient y = 2
00000000001111111111    // gradient x = 0,   gradient y = -1
11111111110000000000    // gradient x = -1,   gradient y = 0
00000001100000000001    // gradient x = 6,   gradient y = 1
00000000001111111111    // gradient x = 0,   gradient y = -1
11111111001111111111    // gradient x = -4,   gradient y = -1
00000010000000000000    // gradient x = 8,   gradient y = 0
11111111111111111110    // gradient x = -1,   gradient y = -2
00000000010000000000    // gradient x = 1,   gradient y = 0
11111111010000000000    // gradient x = -3,   gradient y = 0
00000000000000000001    // gradient x = 0,   gradient y = 1
00000001010000000000    // gradient x = 5,   gradient y = 0
00000000010000000000    // gradient x = 1,   gradient y = 0
11111111001111111110    // gradient x = -4,   gradient y = -2
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000010000000001    // gradient x = 1,   gradient y = 1
11111111001111111111    // gradient x = -4,   gradient y = -1
00000001010000000000    // gradient x = 5,   gradient y = 0
11111111101111111111    // gradient x = -2,   gradient y = -1
00000000000000000000    // gradient x = 0,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
00000000110000000000    // gradient x = 3,   gradient y = 0
00000000100000000001    // gradient x = 2,   gradient y = 1
11111111000000000000    // gradient x = -4,   gradient y = 0
00000000100000000000    // gradient x = 2,   gradient y = 0
00000000000000000001    // gradient x = 0,   gradient y = 1
00000000010000000010    // gradient x = 1,   gradient y = 2
11111111110000000001    // gradient x = -1,   gradient y = 1
00000000010000000000    // gradient x = 1,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000010000000010    // gradient x = 1,   gradient y = 2
00000000010000000000    // gradient x = 1,   gradient y = 0
11111111100000000000    // gradient x = -2,   gradient y = 0
00000000000000000001    // gradient x = 0,   gradient y = 1
11111111111111111111    // gradient x = -1,   gradient y = -1
00000000100000000000    // gradient x = 2,   gradient y = 0
00000000100000000000    // gradient x = 2,   gradient y = 0
11111111011111111111    // gradient x = -3,   gradient y = -1
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000110000000001    // gradient x = 3,   gradient y = 1
11111111111111111111    // gradient x = -1,   gradient y = -1
00000000101111111111    // gradient x = 2,   gradient y = -1
00000000001111111111    // gradient x = 0,   gradient y = -1
00000000001111111111    // gradient x = 0,   gradient y = -1
11111111111111111111    // gradient x = -1,   gradient y = -1
00000000011111111111    // gradient x = 1,   gradient y = -1
11111111101111111111    // gradient x = -2,   gradient y = -1
00000000100000000001    // gradient x = 2,   gradient y = 1
11111111101111111111    // gradient x = -2,   gradient y = -1
00000000000000000001    // gradient x = 0,   gradient y = 1
11111111011111111111    // gradient x = -3,   gradient y = -1
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000011111111111    // gradient x = 1,   gradient y = -1
00000000010000000000    // gradient x = 1,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
00000000110000000000    // gradient x = 3,   gradient y = 0
00000000001111111110    // gradient x = 0,   gradient y = -2
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000001111111110    // gradient x = 0,   gradient y = -2
11111111111111111110    // gradient x = -1,   gradient y = -2
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000101111111111    // gradient x = 2,   gradient y = -1
00000000100000000000    // gradient x = 2,   gradient y = 0
11111111111111111111    // gradient x = -1,   gradient y = -1
00000000011111111111    // gradient x = 1,   gradient y = -1
00000000011111111111    // gradient x = 1,   gradient y = -1
11111111011111111111    // gradient x = -3,   gradient y = -1
00000000000000000000    // gradient x = 0,   gradient y = 0
11111111001111111111    // gradient x = -4,   gradient y = -1
00000001100000000001    // gradient x = 6,   gradient y = 1
00000001101111111111    // gradient x = 6,   gradient y = -1
11111110011111111110    // gradient x = -7,   gradient y = -2
11111111000000000001    // gradient x = -4,   gradient y = 1
11111111110000000000    // gradient x = -1,   gradient y = 0
00000001000000000000    // gradient x = 4,   gradient y = 0
11111111101111111111    // gradient x = -2,   gradient y = -1
00000000110000000000    // gradient x = 3,   gradient y = 0
11111111001111111110    // gradient x = -4,   gradient y = -2
11111111100000000000    // gradient x = -2,   gradient y = 0
00000000110000000001    // gradient x = 3,   gradient y = 1
11111111100000000000    // gradient x = -2,   gradient y = 0
00000001100000000000    // gradient x = 6,   gradient y = 0
11111110101111111111    // gradient x = -6,   gradient y = -1
11111111111111111110    // gradient x = -1,   gradient y = -2
00000000110000000000    // gradient x = 3,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000100000000000    // gradient x = 2,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
11111111100000000000    // gradient x = -2,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
11111111100000000000    // gradient x = -2,   gradient y = 0
00000000110000000001    // gradient x = 3,   gradient y = 1
11111111100000000000    // gradient x = -2,   gradient y = 0
11111111010000000000    // gradient x = -3,   gradient y = 0
11111111111111111111    // gradient x = -1,   gradient y = -1
11111111100000000000    // gradient x = -2,   gradient y = 0
00000000000000000001    // gradient x = 0,   gradient y = 1
11111110101111111111    // gradient x = -6,   gradient y = -1
11111111110000000001    // gradient x = -1,   gradient y = 1
11111111000000000000    // gradient x = -4,   gradient y = 0
11111101111111111111    // gradient x = -9,   gradient y = -1
00000010010000000001    // gradient x = 9,   gradient y = 1
00000010001111111111    // gradient x = 8,   gradient y = -1
00000010100000000000    // gradient x = 10,   gradient y = 0
00000010111111111111    // gradient x = 11,   gradient y = -1
00000000111111111110    // gradient x = 3,   gradient y = -2
00000001110000000000    // gradient x = 7,   gradient y = 0
00000001000000000000    // gradient x = 4,   gradient y = 0
00000000111111111111    // gradient x = 3,   gradient y = -1
00000001000000000000    // gradient x = 4,   gradient y = 0
00000000011111111111    // gradient x = 1,   gradient y = -1
00000000000000000000    // gradient x = 0,   gradient y = 0
11111110100000000000    // gradient x = -6,   gradient y = 0
11111110111111111111    // gradient x = -5,   gradient y = -1
00000000100000000000    // gradient x = 2,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
00000000110000000000    // gradient x = 3,   gradient y = 0
11111111111111111111    // gradient x = -1,   gradient y = -1
00000000010000000000    // gradient x = 1,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
00000000111111111111    // gradient x = 3,   gradient y = -1
11111111101111111111    // gradient x = -2,   gradient y = -1
11111111010000000000    // gradient x = -3,   gradient y = 0
00000000010000000001    // gradient x = 1,   gradient y = 1
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
00000000010000000000    // gradient x = 1,   gradient y = 0
11111111111111111111    // gradient x = -1,   gradient y = -1
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000110000000000    // gradient x = 3,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
11111111100000000010    // gradient x = -2,   gradient y = 2
00000000110000000001    // gradient x = 3,   gradient y = 1
00000000100000000000    // gradient x = 2,   gradient y = 0
00000000011111111111    // gradient x = 1,   gradient y = -1
11111111000000000000    // gradient x = -4,   gradient y = 0
00000001000000000001    // gradient x = 4,   gradient y = 1
00000000011111111111    // gradient x = 1,   gradient y = -1
11111111101111111111    // gradient x = -2,   gradient y = -1
11111111010000000000    // gradient x = -3,   gradient y = 0
00000000001111111111    // gradient x = 0,   gradient y = -1
00000100111111111111    // gradient x = 19,   gradient y = -1
00000110101111111110    // gradient x = 26,   gradient y = -2
00000010101111111110    // gradient x = 10,   gradient y = -2
00000000111111111110    // gradient x = 3,   gradient y = -2
00000000100000000001    // gradient x = 2,   gradient y = 1
00000001000000000001    // gradient x = 4,   gradient y = 1
00000000000000000000    // gradient x = 0,   gradient y = 0
11111111100000000000    // gradient x = -2,   gradient y = 0
11111101010000000001    // gradient x = -11,   gradient y = 1
11111001000000000001    // gradient x = -28,   gradient y = 1
11110011110000000011    // gradient x = -49,   gradient y = 3
11111001110000000011    // gradient x = -25,   gradient y = 3
00000000001111111110    // gradient x = 0,   gradient y = -2
00000001000000000000    // gradient x = 4,   gradient y = 0
00000001010000000000    // gradient x = 5,   gradient y = 0
00000001101111111111    // gradient x = 6,   gradient y = -1
00000000011111111111    // gradient x = 1,   gradient y = -1
00000000000000000000    // gradient x = 0,   gradient y = 0
00000001010000000000    // gradient x = 5,   gradient y = 0
11111111110000000000    // gradient x = -1,   gradient y = 0
11111110110000000001    // gradient x = -5,   gradient y = 1
00000001010000000001    // gradient x = 5,   gradient y = 1
11111111011111111111    // gradient x = -3,   gradient y = -1
00000000110000000001    // gradient x = 3,   gradient y = 1
00000000100000000000    // gradient x = 2,   gradient y = 0
11111111001111111111    // gradient x = -4,   gradient y = -1
11111111110000000000    // gradient x = -1,   gradient y = 0
00000000111111111111    // gradient x = 3,   gradient y = -1
11111111111111111111    // gradient x = -1,   gradient y = -1
00000000001111111111    // gradient x = 0,   gradient y = -1
00000000001111111111    // gradient x = 0,   gradient y = -1
00000001000000000001    // gradient x = 4,   gradient y = 1
11111111011111111111    // gradient x = -3,   gradient y = -1
00000000010000000001    // gradient x = 1,   gradient y = 1
00000000100000000000    // gradient x = 2,   gradient y = 0
00000000010000000000    // gradient x = 1,   gradient y = 0
11111111011111111111    // gradient x = -3,   gradient y = -1
00000000000000000001    // gradient x = 0,   gradient y = 1
11111111001111111111    // gradient x = -4,   gradient y = -1
00000001100000000000    // gradient x = 6,   gradient y = 0
00000000001111111111    // gradient x = 0,   gradient y = -1
00000000100000000000    // gradient x = 2,   gradient y = 0
11111111010000000000    // gradient x = -3,   gradient y = 0
00000000000000000000    // gradient x = 0,   gradient y = 0
00000000100000000001    // gradient x = 2,   gradient y = 1
11111111101111111111    // gradient x = -2,   gradient y = -1
11111110111111111111    // gradient x = -5,   gradient y = -1
11111111100000000000    // gradient x = -2,   gradient y = 0
00000000001111111111    // gradient x = 0,   gradient y = -1
11111111110000000001    // gradient x = -1,   gradient y = 1
00000010000000000001    // gradient x = 8,   gradient y = 1
00001000100000000001    // gradient x = 34,   gradient y = 1
00000011011111111110    // gradient x = 13,   gradient y = -2
11111111101111111101    // gradient x = -2,   gradient y = -3
11110111001111110111    // gradient x = -36,   gradient y = -9
00000000001111110010    // gradient x = 0,   gradient y = -14
11111111011111111110    // gradient x = -3,   gradient y = -2
11111111111111111110    // gradient x = -1,   gradient y = -2
00000000001111111111    // gradient x = 0,   gradient y = -1
00000000111111111111    // gradient x = 3,   gradient y = -1
11111111011111111100    // gradient x = -3,   gradient y = -4
11111111010000000000    // gradient x = -3,   gradient y = 0
00000000011111111111    // gradient x = 1,   gradient y = -1
11111111101111111011    // gradient x = -2,   gradient y = -5
00000000111111111111    // gradient x = 3,   gradient y = -1
11111111011111111101    // gradient x = -3,   gradient y = -3
11111111101111111110    // gradient x = -2,   gradient y = -2
00000000111111111110    // gradient x = 3,   gradient y = -2
11111111101111111110    // gradient x = -2,   gradient y = -2
00000000001111111111    // gradient x = 0,   gradient y = -1
00000000001111111101    // gradient x = 0,   gradient y = -3
00000000011111111111    // gradient x = 1,   gradient y = -1
00000000000000000010    // gradient x = 0,   gradient y = 2
00000001001111111101    // gradient x = 4,   gradient y = -3
00000000111111111101    // gradient x = 3,   gradient y = -3
00000000110000000000    // gradient x = 3,   gradient y = 0
00000000100000000000    // gradient x = 2,   gradient y = 0
00000001010000000001    // gradient x = 5,   gradient y = 1
00000000001111111111    // gradient x = 0,   gradient y = -1
11111111111111111111    // gradient x = -1,   gradient y = -1
11111111110000000001    // gradient x = -1,   gradient y = 1
11111111100000000000    // gradient x = -2,   gradient y = 0
